Survived,SibSp,Parch,relatives,Age_Class,Fare_Per_Person,Pclass_Class1,Pclass_Class2,Pclass_Class3,Sex_female,Sex_male,Age_Adults,Age_Children,Age_Middle Age,Age_Retired,Age_Senior,Age_Teens,Age_Young Adults,Age_Youngsters,Fare_Extremely High,Fare_Extremely Low,Fare_High,Fare_Low,Fare_Very High,Fare_Very Low,Embarked_C,Embarked_Q,Embarked_S,travelled_alone_No,travelled_alone_Yes,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_U,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.4493065073055997,-0.34755405665368494,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.8353053738953956,-0.20797474335771754,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5096494897650515,0.9086597630100216,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.6558402358151001,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.04587534522513315,-0.31963819399449145,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.12955355003492516,-0.43130164463126536,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.39269689292501264,-0.15214301803933059,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.04183910240489601,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,4.256168831466533,-0.34755405665368494,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.1880298484549446,-0.2638064686761045,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-1.182126921595275,2.890686011812759,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3.1548090514635256,2.0089333664952354,3.1598334123861687,-1.70841360737545,-0.43130164463126536,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1.340131927606843,-0.4736736092984604,0.6792945838081278,-0.6558402358151001,0.1270156085526042,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.4493065073055997,-0.31963819399449145,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.012600953194886286,-0.12422715538013711,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.012600953194886286,-0.18005888069852408,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-0.3049824452949835,0.5178376857813128,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.8312691310751584,-0.40338578197207187,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.3090186881152206,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.22130424048519146,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.4327933656785018,0.7676298785983874,0.6792945838081278,1.712449850195687,-0.34755405665368494,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,2.063307640715804,-0.37546991931287843,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.010734269155454,-0.34755405665368494,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.12955355003492516,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,2.238736535975862,-0.34755405665368494,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.1880298484549446,-0.18005888069852408,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.42193504213502236,-0.18005888069852408,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5388876389750612,-0.12422715538013711,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,2.0089333664952354,0.6792945838081278,-1.3283176676453237,-0.31963819399449145,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.8020309818651487,0.18284733387099114,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.4804113405550418,-0.29172233133529796,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-1.182126921595275,1.6623880548082455,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,2.0089333664952354,0.6792945838081278,0.9230198215254247,-0.40338578197207187,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.04587534522513315,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.22130424048519146,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.21726799766495433,-0.37546991931287843,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8312691310751584,-0.23589060601691103,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,0.7676298785983874,0.6792945838081278,-0.772792832655139,-0.20797474335771754,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.48444758337527893,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1.340131927606843,2.0089333664952354,1.9195639980971482,-1.0944124739652459,-0.37546991931287843,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,2.0089333664952354,0.6792945838081278,0.22130424048519146,-0.31963819399449145,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.572162031005308,-0.18005888069852408,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.098448716785483,-0.20797474335771754,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-1.2406032200152945,0.3782583724853455,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,2.9404521170160955,-0.31963819399449145,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,2.0089333664952354,0.6792945838081278,1.624735402565658,-0.43130164463126536,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.39269689292501264,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-0.39269689292501264,0.2945107845077651,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.4804113405550418,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.7475909262653664,-0.31963819399449145,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.39269689292501264,-0.31963819399449145,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6.784163299176891,2.0089333664952354,5.64037224096421,0.04587534522513315,-0.37546991931287843,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.9755931930857746,-0.31963819399449145,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.4552094341652692,-0.12422715538013711,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.39673313574524977,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.39269689292501264,-0.31963819399449145,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3.1548090514635256,0.7676298785983874,2.5396987052416584,-1.7961280550054792,-0.37546991931287843,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-0.47454519624983954,2.0089333664952354,0.6792945838081278,-1.0944124739652459,-0.37546991931287843,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-1.182126921595275,0.21076319653018463,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.4327933656785018,4.491540342288931,2.5396987052416584,2.063307640715804,-0.43130164463126536,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-1.2990795184353139,0.15493147121179768,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.572162031005308,1.0203232136467955,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.10031540082491544,0.3782583724853455,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3.1548090514635256,0.7676298785983874,2.5396987052416584,-1.5329847121153917,-0.43130164463126536,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0.4327933656785018,0.7676298785983874,0.6792945838081278,-1.7961280550054792,-0.45921750729045885,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.04183910240489601,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.24650614687496403,0.2945107845077651,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0.4327933656785018,0.7676298785983874,0.6792945838081278,-0.3049824452949835,-0.48713336994965234,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2.2474704895351842,0.7676298785983874,1.9195639980971482,1.098448716785483,-0.40338578197207187,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.42193504213502236,0.2386790591893781,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.12955355003492516,-0.18005888069852408,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.2738776120455413,-0.5429650952680393,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6.784163299176891,2.0089333664952354,5.64037224096421,0.22130424048519146,-0.37546991931287843,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.4804113405550418,-0.12422715538013711,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3.1548090514635256,2.0089333664952354,3.1598334123861687,-1.0944124739652459,-0.43130164463126536,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1.340131927606843,0.7676298785983874,1.299429290952638,-1.8253662042154888,-0.29172233133529796,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,-0.47454519624983954,2.0089333664952354,0.6792945838081278,-1.5329847121153917,-0.34755405665368494,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-1.4452702644853626,0.8528280376916346,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.3090186881152206,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.568125788185071,0.18284733387099114,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,0.7676298785983874,0.6792945838081278,1.624735402565658,-0.40338578197207187,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.2738776120455413,-0.34755405665368494,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.012600953194886286,-0.18005888069852408,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.772792832655139,-0.18005888069852408,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.21726799766495433,-0.45921750729045885,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0.4327933656785018,0.7676298785983874,0.6792945838081278,-1.70841360737545,-0.31963819399449145,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5973639373950806,0.21076319653018463,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.1880298484549446,3.5327508529742087,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.39269689292501264,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.8001642978257162,-0.43130164463126536,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.568125788185071,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.4804113405550418,-0.18005888069852408,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.572162031005308,-0.29172233133529796,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6.784163299176891,2.0089333664952354,5.64037224096421,1.098448716785483,-0.37546991931287843,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.098448716785483,-0.37546991931287843,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,2.063307640715804,-0.34755405665368494,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.3049824452949835,-0.31963819399449145,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-1.70841360737545,-0.40338578197207187,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.9230198215254247,-0.34755405665368494,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.39673313574524977,-0.040479567402556677,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.4804113405550418,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7143165342351195,0.3224266471669585,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.22130424048519146,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.16282794206517204,0.04326802057502376,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.04587534522513315,-0.34755405665368494,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.12955355003492516,-0.18005888069852408,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.3615920596755706,-0.45921750729045885,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.977459877125207,1.0203232136467955,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.48444758337527893,-0.34755405665368494,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.572162031005308,-0.18005888069852408,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
